
В чем разница между параметрическими и непараметрическими тестами?	Параметрические тесты (t‑тест, ANOVA, линейная регрессия) предполагают, что данные имеют определённое распределение (обычно нормальное) и постоянную дисперсию. Они используют параметры (среднее, стандартное отклонение) и обладают большей статистической мощностью, особенно при достаточных размерах выборок. Непараметрические тесты (Манна–Уитни, Краскела–Уоллиса, тест знаков) не требуют предположения о распределении и могут применяться к ранговым или категориальным данным; они устойчивы к выбросам, но менее чувствительны и используют медианы и рангиhttps://blog.minitab.com/en/blog/adventures-in-statistics-2/choosing-between-a-nonparametric-test-and-a-parametric-test#:~:text=parametric%20analyses%20than%20nonparametric%20analyses,data%20follow%20a%20specific%20distributionhttps://blog.minitab.com/en/blog/adventures-in-statistics-2/choosing-between-a-nonparametric-test-and-a-parametric-test#:~:text=Reason%201%3A%20Your%20area%20of,better%20represented%20by%20the%20median.
Какие преимущества и недостатки параметрических тестов?	Параметрические тесты обладают большей мощностью, то есть лучше выявляют реальные различия, если предпосылки (нормальность, независимость, гомоскедастичность) выполнены. Они позволяют оценивать эффекты с помощью средств и стандартных ошибок и имеют большее количество одобренных методологий. Недостаток — чувствительность к нарушениям предпосылок: при сильной асимметрии, наличии выбросов или небольшом размере выборки они могут давать некорректные результаты. В таких ситуациях предпочтительны непараметрические методы.
Что такое биномиальное распределение?	Биномиальное распределение описывает количество успехов в фиксированном числе независимых испытаний, где вероятность успеха в каждом испытании постоянна. Параметры — число испытаний n и вероятность успеха p. Матожидание равно np, дисперсия — np(1 − p), стандартное отклонение — корень из np(1 − p)https://www.geeksforgeeks.org/maths/difference-between-binomial-and-poisson-distribution/#:~:text=Binomial%20and%20Poisson%20distributions%20are,constant%20average%20rate%20of%20occurrence. Например, число орлов при 10 подбрасываниях монеты с p = 0,5 подчиняется биномиальному распределению.
Что такое распределение Пуассона?	Распределение Пуассона описывает количество событий, происходящих в фиксированном интервале времени или пространства, если события случаются независимо и с постоянной средней интенсивностью λ. Его вероятность P(k) = λ^k e^(−λ)/k!. Математическое ожидание и дисперсия равны λhttps://www.geeksforgeeks.org/maths/difference-between-binomial-and-poisson-distribution/#:~:text=Binomial%20and%20Poisson%20distributions%20are,constant%20average%20rate%20of%20occurrence. Примеры: число вызовов в колл‑центр за час, число автомобилей, проезжающих перекресток за минуту.
В чем основное отличие биномиального и пуассоновского распределений?	Биномиальное распределение моделирует число успехов в фиксированном числе испытаний n с вероятностью успеха p, тогда как пуассоновское распределение — число событий в фиксированном интервале при условии, что события происходят независимо с постоянной средней интенсивностью λ. В биномиальном распределении n фиксировано и дисперсия меньше матожидания, а в пуассоновском n фактически бесконечно, а матожидание и дисперсия равны λ. Также биномиальное распределение дискретное с максимумом вероятности при k≈np, а пуассоновское подходит для моделирования редких событий и часто является пределом биномиального при n→∞ и p→0.
Что такое нормальное распределение и какова его эмпирическая закономерность?	Нормальное распределение — симметричное колоколообразное распределение, полностью определяемое двумя параметрами: средним μ и стандартным отклонением σ. Его особенность — совпадение среднего, медианы и моды. Согласно правилу 68–95–99,7 %, около 68 % наблюдений лежит в интервале μ ± 1σ, 95 % — в μ ± 2σ и 99,7 % — в μ ± 3σhttps://www.scribbr.com/statistics/normal-distribution/#:~:text=6,asked%20questions%20about%20normal%20distributions. Многие статистические методы предполагают нормальность ошибок, и благодаря центральной предельной теореме нормальное распределение часто встречается в природе.
Чем отличаются зависимые и независимые переменные?	В статистике независимая переменная (фактор, предиктор) — это переменная, которую исследователь контролирует или использует для прогнозирования, а зависимая переменная — это исход или результат, который измеряется. В экспериментах изменение независимой переменной может вызывать изменение зависимой. В регрессионном анализе зависимая переменная является откликом, а независимые — объясняющими переменными.
Что такое корреляция?	Корреляция оценивает степень связи между двумя переменными. Коэффициент корреляции Пирсона измеряет линейную зависимость между количественными переменными; он принимает значения от −1 до 1 и требует приблизительной нормальности и линейности. Коэффициент Спирмена вычисляется на ранжированных данных и оценивает монотонную связь; он не требует нормальности и устойчив к выбросамhttps://statismed.com/en/spearman-vs-pearson-correlation-5-critical-differences-every-researcher-should-know/#:~:text=Spearman%20correlation%2C%20developed%20by%20Charles,rather%20than%20their%20actual%20valueshttps://statismed.com/en/spearman-vs-pearson-correlation-5-critical-differences-every-researcher-should-know/#:~:text=What%20Is%20Pearson%20Correlation%3F. Высокая корреляция указывает на то, что переменные изменяются вместе, но не доказывает причинно‑следственную связь.
В чем разница между корреляцией и причинностью?	Корреляция показывает статистическое сопутствование между переменными, но не означает, что одна переменная вызывает изменение другой. Причинность подразумевает, что изменение одной переменной приводит к изменению другой. Возможны ситуации, когда корреляцию вызывает скрытая переменная (конфандер) или направление связи неопределено. Для установления причинности необходимы экспериментальные исследования или методы контроля за переменнымиhttps://www.scribbr.com/methodology/correlation-vs-causation/#:~:text=Correlation%20vs.%20Causation%20,Designs%20%26%20Examples.
Что такое коэффициент корреляции Пирсона?	Коэффициент корреляции Пирсона (r) — мера линейной связи между двумя количественными переменными. Он вычисляется как ковариация переменных, деленная на произведение их стандартных отклонений. Значения r близкие к +1 означают сильную положительную линейную связь, близкие к −1 — сильную отрицательную, а около 0 — отсутствие линейной связи. Метод предполагает приблизительную нормальность, отсутствие сильных выбросов и линейность.
Что такое коэффициент корреляции Спирмена?	Коэффициент корреляции Спирмена основан на рангах и измеряет степень монотонной связи между переменными. Он не требует нормальности и лучше подходит для ранговых данных, асимметричных распределений или при наличии выбросов. Значения интерпретируются аналогично коэффициенту Пирсона: 1 — идеальная положительная монотонная связь, −1 — идеальная отрицательная, 0 — отсутствие монотонной связиhttps://statismed.com/en/spearman-vs-pearson-correlation-5-critical-differences-every-researcher-should-know/#:~:text=Spearman%20correlation%2C%20developed%20by%20Charles,rather%20than%20their%20actual%20valueshttps://statismed.com/en/spearman-vs-pearson-correlation-5-critical-differences-every-researcher-should-know/#:~:text=Spearman%20vs%20Pearson%20Correlation%3A%20Key,Differences.
Когда использовать корреляцию Пирсона, а когда Спирмена?	Выбор метода зависит от характеристик данных. Если переменные непрерывны, распределение приблизительно нормальное, отсутствуют серьёзные выбросы, и предполагается линейная связь, используют коэффициент Пирсона. Когда данные представлены ранговыми шкалами, распределения асимметричны, присутствуют выбросы или связь может быть нелинейной, применяют коэффициент Спирменаhttps://statismed.com/en/spearman-vs-pearson-correlation-5-critical-differences-every-researcher-should-know/#:~:text=Spearman%20vs%20Pearson%20Correlation%3A%20Key,Differenceshttps://statismed.com/en/spearman-vs-pearson-correlation-5-critical-differences-every-researcher-should-know/#:~:text=When%20to%20Use%20Spearman%20vs,Pearson%20Correlation.
Что такое ковариация и как она отличается от корреляции?	Ковариация — мера совместного изменения двух переменных, вычисляемая как среднее произведений отклонений от их средних. Положительная ковариация означает, что значения обеих переменных склонны увеличиваться или уменьшаться вместе; отрицательная — что одна переменная растёт, когда другая уменьшается. Однако ковариация зависит от масштаба измерений, поэтому трудно интерпретировать её величину. Корреляция нормирует ковариацию, деля её на произведение стандартных отклонений, в результате чего коэффициент принимает значения от −1 до 1.
Что такое гетероскедастичность?	Гетероскедастичность — ситуация, когда дисперсия ошибок в модели регрессии не постоянна, а зависит от значения независимой переменной. Это нарушает предположение о равной дисперсии (гомоскедастичности), приводит к неэффективности оценок и неправильным стандартным ошибкам. Её можно обнаруживать визуально (фантообразные остатки), с помощью тестов (Бреуша–Пагана) и уменьшать путем логарифмических трансформаций, взвешенной регрессии или бутстрэппинга.
Что такое одновыборочный t‑тест?	Одновыборочный t‑тест проверяет, отличается ли среднее значение выборки от заданного числа (например, известного среднего совокупности). Он использует t‑распределение, когда неизвестна дисперсия совокупности. Предполагается, что данные независимы и приблизительно нормально распределеныhttps://www.scribbr.com/statistics/t-test/#:~:text=An%20Introduction%20to%20t%20Tests,Definitions%2C%20Formula%20and%20Examples.
Что такое двухвыборочный t‑тест?	Двухвыборочный (независимый) t‑тест сравнивает средние двух независимых групп, чтобы проверить, есть ли статистически значимая разница. Предполагается нормальность, независимость наблюдений и равенство дисперсий (хотя существуют варианты теста для неравных дисперсий).
Что такое парный t‑тест?	Парный t‑тест используется, когда измерения связаны парами, например результаты до и после вмешательства для одного объекта. Он проверяет, отличается ли среднее разность пар от нуля. Предполагается нормальность распределения разностей. Parный тест устраняет межиндивидуальную вариабельность и поэтому обладает большей мощностью.
Каковы предположения t‑теста?	Основные предположения: (1) наблюдения независимы, (2) распределение данных в каждой группе приблизительно нормально, (3) для независимого t‑теста — одинаковые дисперсии в группах (гомоскедастичность). При нарушении предпосылок используют непараметрические альтернативы (Манна–Уитни, Вилкоксона).
Чем отличается z‑тест от t‑теста?	z‑тест используется, когда известна дисперсия совокупности и размер выборки велик (обычно n > 30), поэтому распределение статистики выбора приблизительно нормальное. t‑тест применяют, когда дисперсия неизвестна и её оценивают по выборке; он учитывает дополнительную неопределенность и использует t‑распределение. Для больших выборок z‑ и t‑тест дают сходные результатыhttps://www.geeksforgeeks.org/data-science/z-test-vs-t-test/#:~:text=Z,the%20sample%20size%20is%20smallhttps://www.geeksforgeeks.org/data-science/z-test-vs-t-test/#:~:text=Z,distribution.
Что такое тест хи‑квадрат?	Тест хи‑квадрат — непараметрический тест для категориальных данных, который сравнивает наблюдаемое распределение с ожидаемым. Существуют два основных типа: тест согласия (проверяет соответствие распределения теоретическому) и тест независимости (проверяет, связаны ли две категориальные переменные). Статистика χ² суммирует квадраты разностей между наблюдаемыми и ожидаемыми частотами, деленные на ожидаемые значенияhttps://www.geeksforgeeks.org/data-science/chi-square-test-in-data-science-and-data-analytics/#:~:text=Chi,it%20doesn%E2%80%99t%20follow%20normal%20distributionhttps://www.geeksforgeeks.org/data-science/chi-square-test-in-data-science-and-data-analytics/#:~:text=The%20two%20main%20types%20are,fit%20test.
В чем различие между тестом независимости и тестом согласия в хи‑квадрат?	Тест согласия проверяет, насколько наблюдаемое распределение одной категориальной переменной совпадает с заданным теоретическим распределением (например, равная вероятность каждой категории). Тест независимости проверяет, существует ли связь между двумя категориальными переменными путём сравнения распределений в контингентной таблице. В обоих случаях используют χ²‑статистику, но интерпретация отличается: в тесте согласия проверяется один массив данных, а в тесте независимости — совместное распределение двух переменныхhttps://www.geeksforgeeks.org/data-science/chi-square-test-in-data-science-and-data-analytics/#:~:text=Chihttps://www.geeksforgeeks.org/data-science/chi-square-test-in-data-science-and-data-analytics/#:~:text=Step%201%3A%20Define%20Your%20Hypotheses.
Что такое ANOVA и когда его использовать?	ANOVA (дисперсионный анализ) тестирует, есть ли статистически значимые различия между средними более двух групп. Однофакторный ANOVA сравнивает средние разных уровней одного фактора; двухфакторный ANOVA оценивает влияние двух факторов и их взаимодействия. ANOVA показывает, что хотя бы одно среднее отличается от остальных, но не указывает, какие именно группы отличаются; для этого используют пост‑hoc‑тестыhttps://www.geeksforgeeks.org/data-science/anova-for-data-science-and-data-analytics/#:~:text=ANOVA%20is%20useful%20when%20we,salt%20might%20not%20change%20muchhttps://www.geeksforgeeks.org/data-science/anova-for-data-science-and-data-analytics/#:~:text=Key%20Assumptions%20of%20ANOVA.
Чем отличается однофакторный ANOVA от двухфакторного?	Однофакторный (one‑way) ANOVA оценивает влияние одного независимого фактора на зависимую переменную, сравнивая средние нескольких групп. Двухфакторный (two‑way) ANOVA исследует влияние двух факторов одновременно и анализирует не только основные эффекты каждого фактора, но и их взаимодействие. Например, влияние типа рекламы и времени показа на продажи можно оценить с помощью двухфакторного ANOVAhttps://www.geeksforgeeks.org/data-science/anova-for-data-science-and-data-analytics/#:~:text=ANOVA%20has%20two%20main%20types%3A,many%20independent%20variables%20are%20involved.
Каковы предположения ANOVA?	ANOVA предполагает: (1) независимость наблюдений, (2) нормальность распределения внутри каждой группы, (3) равенство дисперсий (гомоскедастичность). Если предпосылки нарушены, применяют непараметрические альтернативы (Краскела–Уоллиса). ANOVA проверяет лишь факт различия средних, но не говорит, какие группы различаются; это выясняют с помощью последующих тестов (например, Tukey).
Что такое F‑тест?	F‑тест — это общий тест на сравнение дисперсий или моделей. В ANOVA F‑статистика равна отношению между дисперсией между группами и дисперсией внутри групп. В регрессии F‑тест проверяет, объясняют ли независимые переменные существенную часть вариации зависимой переменной по сравнению с моделью, содержащей только константу. F‑распределение используется для расчета p‑значения.
Что такое линейная регрессия?	Линейная регрессия моделирует линейную зависимость между зависимой переменной y и одной или несколькими независимыми переменными X. Уравнение имеет вид y = β₀ + β₁x₁ + … + βₖxₖ + ε, где β — коэффициенты, ε — ошибка. Модель оценивается методом наименьших квадратов. Используется для прогнозирования и оценки влияния факторов.
Как интерпретировать коэффициенты в линейной регрессии?	Коэффициент β₁ показывает ожидаемое изменение зависимой переменной при увеличении соответствующей независимой переменной на одну единицу при прочих равных. Если β₁ положителен, между переменными положительная связь; если отрицателен — отрицательная связь. Перехват β₀ показывает предсказанное значение y, когда все независимые переменные равны нулюhttps://www.geeksforgeeks.org/machine-learning/how-to-interpret-linear-regression-coefficients/#:~:text=Linear%20regression%20is%20a%20cornerstone,and%20interpreting%20these%20coefficients%20effectively. Статистическая значимость коэффициента оценивается с помощью t‑теста.
Каковы предположения линейной регрессии?	Предположения: (1) линейность связи между предикторами и откликом; (2) независимые и идентично распределённые ошибки; (3) гомоскедастичность (постоянная дисперсия ошибок); (4) нормальность распределения ошибок; (5) отсутствие сильной мультиколлинеарности. Нарушение этих предпосылок может привести к смещённым или неэффективным оценкам.
Что такое коэффициент детерминации (R²)?	R² измеряет долю дисперсии зависимой переменной, объяснённую моделью регрессии. Он рассчитывается как 1 – (SS_ошибки/SS_полная). Значение R² от 0 до 1: 0 означает, что модель не объясняет вариацию, 1 — что модель идеально предсказывает все значения. Однако R² увеличивается с добавлением переменных, даже если они незначимы, поэтому используют скорректированный R².
Что такое скорректированный R² и зачем он нужен?	Скорректированный R² penalизирует за добавление предикторов, учитывая размер выборки и число переменных. Он может уменьшаться, если новый предиктор не улучшает модель. Формула: R²_adj = 1 – (1 – R²)×(n – 1)/(n – k – 1), где n — размер выборки, k — число предикторов. Скорректированный R² позволяет сравнивать модели с разным количеством переменных.
Что такое среднеквадратичная ошибка (MSE), RMSE и MAE?	MSE — среднее квадратов ошибок между наблюдаемыми и предсказанными значениями. RMSE — квадратный корень MSE; удобен, потому что имеет ту же единицу измерения, что и исходные данные. MAE — среднее абсолютных ошибок; оно менее чувствительно к большим ошибкам. Все три метрики оценивают точность модели; выбор зависит от того, насколько штрафуются большие отклонения.
Что такое полиномиальная регрессия?	Полиномиальная регрессия — расширение линейной регрессии, которое включает нелинейные (полиномиальные) функции предикторов, например x², x³. Она позволяет моделировать криволинейные зависимости, сохраняя линейность по параметрам. Важно избегать переобучения, выбирая степень полинома с помощью кросс‑валидации.
Что такое логистическая регрессия?	Логистическая регрессия моделирует вероятность бинарного исхода (0/1), используя логит‑функцию: log(p/(1 − p)) = β₀ + β₁x₁ + … + βₖxₖ. Она оценивает коэффициенты, превращающие линейную комбинацию предикторов в логарифм шанса. Выход интерпретируется как вероятность; для выбора класса используется порог 0,5 или другой. Модель полезна для задач классификации.
В чем различие между логистической и линейной регрессией?	Линейная регрессия предсказывает непрерывную переменную, минимизируя среднеквадратичную ошибку, и её предсказания могут выходить за пределы [0, 1]. Логистическая регрессия предсказывает вероятность бинарного события и использует логистическую функцию, ограничивающую выход в диапазоне [0, 1]. Кроме того, логистическая регрессия использует максимальное правдоподобие, а не метод наименьших квадратов, и результаты интерпретируются как коэффициенты влияния на логарифм отношения шансов.
Каковы предположения логистической регрессии?	Основные предположения: (1) зависимая переменная двоичная, (2) наблюдения независимы, (3) отсутствует сильная мультиколлинеарность, (4) существует линейная связь между независимыми переменными и логитом вероятности, (5) размер выборки достаточно велик. Логистическая регрессия не требует нормальности ошибок и гомоскедастичностиhttps://www.statisticssolutions.com/free-resources/directory-of-statistical-analyses/assumptions-of-logistic-regression/#:~:text=Logistic%20regression%20%20does%20not,25%2C%20and%20measurement%20levelhttps://pmc.ncbi.nlm.nih.gov/articles/PMC8710907/#:~:text=behaviour%20or%20outcome,to%20not%20have%20the%20outcome.
Что такое мультиколлинеарность?	Мультиколлинеарность возникает, когда два или более предиктора в регрессионной модели сильно коррелируют. Это затрудняет оценку индивидуального влияния каждого предиктора, приводит к нестабильности коэффициентов и увеличивает стандартные ошибки. Мультиколлинеарность не влияет на прогнозную силу модели, но снижает интерпретируемость.
Как обнаружить мультиколлинеарность?	Обнаружить мультиколлинеарность можно с помощью корреляционной матрицы и факторного инфляционного коэффициента (VIF). VIF рассчитывается, строя регрессию каждого предиктора на остальные и вычисляя 1/(1 − R²). Значение VIF < 5 указывает на слабую мультиколлинеарность; 5–10 — умеренную; > 10 — сильную, требующую вмешательстваhttps://mbrenndoerfer.com/writing/multicollinearity-regression-detection-solutions-impact-python-guide#:~:text=Multicollinearity%3A%20Understanding%20Variable%20Relationships%20Link,Copied.
Как бороться с мультиколлинеарностью?	Способы: удалить или объединить коррелированные предикторы; использовать методы отбора признаков (по шагам, Lasso); стандартизировать переменные; собрать больше данных; применить регуляризацию (L2). Кроме того, иногда мультиколлинеарность разрешается с помощью главных компонент (PCA), преобразующих коррелированные переменные в независимые комбинации.
Что такое регуляризация?	Регуляризация добавляет штраф за величину коэффициентов в функцию оптимизации модели, чтобы снизить переобучение и уменьшить влияние мультиколлинеарности. Два основных типа: L1 (Lasso) и L2 (Ridge). Они ограничивают величину коэффициентов, предотвращая их чрезмерный рост.
Чем отличаются L1 и L2 регуляризация?	"L1‑регуляризация (Lasso) добавляет к функции потерь сумму абсолютных величин коэффициентов. Она может обнулять некоторые коэффициенты, тем самым выполняя отбор признаков и создавая разреженные модели; однако при высокой коррелированности признаков может случайно выбирать один из нихhttps://builtin.com/data-science/l2-regularization#:~:text=lasso%20regression%2C%20and%20a%20model,L2%20is%20called%20ridge%20regressionhttps://builtin.com/data-science/l2-regularization#:~:text=When%20to%20Use%20L1%20vs,L2%20Regularization.
L2‑регуляризация (Ridge) добавляет сумму квадратов коэффициентов. Она не обнуляет коэффициенты, но уменьшает их величину, распределяя вес между коррелированными переменными, что помогает бороться с мультиколлинеарностью и улучшает точность моделиhttps://builtin.com/data-science/l2-regularization#:~:text=L2%20Regularization%3A%20Ridge%20Regression. L1 подходит для отбора признаков, L2 — для устойчивости при коллинеарности."
Что такое кросс‑валидация?	Кросс‑валидация — метод оценки обобщающей способности модели. Данные делят на несколько частей, по очереди используют одну часть для тестирования, а остальные — для обучения, и усредняют полученные показатели. Это позволяет использовать весь набор данных и даёт более стабильную оценку, чем одноразовое разделение
Что такое holdout‑валидация?	Holdout (половинное) разделение разбивает данные на две части: обучающую и тестовую (например, 70 % на 30 %). Модель обучают на первой части и оценивают на второй. Этот метод прост, но использует лишь часть данных для обучения и может давать нестабильные оценки
Что такое LOOCV и его особенности?	LOOCV (Leave‑One‑Out Cross‑Validation) — крайний случай k‑fold, когда k равно числу наблюдений. Каждое наблюдение по очереди используется как тестовое, а все остальные — как обучающие. LOOCV обеспечивает почти безсмещённую оценку, но требует много времени и имеет высокую дисперсию результатов
Что такое k‑fold кросс‑валидация?	k‑fold кросс‑валидация делит данные на k примерно равных частей (folds). Модель обучают k раз, каждый раз оставляя одну часть для тестирования и объединяя оставшиеся k − 1 частей для обучения. Результат — среднее значение метрики по всем итерациям. Выбор k (обычно 5 или 10) балансирует между смещением и вариацией оценокhttps://www.geeksforgeeks.org/machine-learning/cross-validation-machine-learning/#:~:text=Cross,It%20works%20by.
Что такое стратифицированная кросс‑валидация?	Стратифицированная кросс‑валидация обеспечивает сохранение пропорций классов в каждой fold в задачах классификации с несбалансированными данными. Это предотвращает ситуацию, когда в тестовой части оказываются только экземпляры одного класса. Стратификация особенно полезна для дисбалансных классов
Каковы преимущества и недостатки k‑fold и holdout?	Holdout прост и быстрый, но нестабилен из‑за случайного разбиения и использует меньше данных для обучения. k‑fold кросс‑валидация использует больше данных, даёт более устойчивые оценки и позволяет уменьшить разброс, но требует больше вычислительных ресурсов. При k = 10 достигается хороший баланс между смещением и дисперсией оценокhttps://www.geeksforgeeks.org/machine-learning/cross-validation-machine-learning/#:~:text=Cross,It%20works%20by.
Что такое переобучение и недообучение?	Переобучение (overfitting) происходит, когда модель слишком точно подгоняет обучающие данные, включая шум, и плохо обобщается на новые данные. Недообучение (underfitting) возникает, когда модель слишком проста, плохо описывает закономерности и имеет высокую ошибку как на обучении, так и на тестировании. Цель — найти баланс, обеспечивающий хорошую обобщающую способность.
Как обнаружить переобучение?	Переобучение проявляется, когда на обучающих данных ошибка низкая, а на тестовых — высокая. Признаки включают большое расхождение между метриками обучения и валидации. Также использование слишком сложных моделей с большим числом параметров для небольших наборов данных часто приводит к переобучению.
Как предотвратить переобучение?	Методы предотвращения включают: использование кросс‑валидации для выбора гиперпараметров; регуляризацию (L1/L2) для уменьшения величины коэффициентов; раннюю остановку (early stopping); упрощение модели (уменьшение числа признаков); сбор дополнительных данных. Также помогает сбор качественных данных и уменьшение шума.
Что такое проверка гипотез?	Проверка гипотез — процесс статистического решения, основанный на данных выборки. Формируется нулевая гипотеза (H₀), описывающая отсутствие эффекта или разницу, и альтернативная гипотеза (H₁), предполагающая эффект. На основе статистики теста рассчитывают p‑значение; если оно ниже заданного уровня значимости (α), H₀ отвергают. Иначе отсутствует достаточных доказательств для отказа от H₀.
Что такое p‑значение и как его интерпретировать?	p‑значение — вероятность получить наблюдаемую или более экстремальную статистику, предполагая, что нулевая гипотеза истинна. Малое p‑значение (обычно < 0,05) означает, что наблюденный результат маловероятен при справедливости H₀, поэтому её отвергают. Однако p‑значение не измеряет вероятность истинности H₀ или H₁ и не говорит о размере эффектаhttps://www.scribbr.com/statistics/p-value/#:~:text=What%20exactly%20is%20a%20p,valuehttps://www.scribbr.com/statistics/p-value/#:~:text=How%20small%20is%20small%20enough%3F,001.
Что такое уровень значимости (α)?	Уровень значимости α — заранее выбранный порог для p‑значения, определяющий допустимую вероятность ошибки первого рода. Часто используют α = 0,05; это означает, что риск ошибочного отклонения истинной H₀ принимается на уровне 5 %. Выбор α зависит от сферы применения: для клинических исследований используют более строгие значения (0,01).
Что такое ошибка первого рода и ошибка второго рода?	Ошибка первого рода (Type I) — это неправильное отклонение истинной нулевой гипотезы; вероятность этой ошибки равна уровню значимости αhttps://www.scribbr.com/statistics/type-i-and-type-ii-errors/#:~:text=In%20statistics%2C%20a%20Type%20I,is%20a%20false%20negative%20conclusion. Ошибка второго рода (Type II) — это неспособность отклонить ложную нулевую гипотезу, вероятность этой ошибки обозначается β. Уменьшение β повышает мощность теста, но обычно требует увеличения размера выборки или выбора более высокого α.
